frame_nmr,track_id,plate_bbox,det_conf,license_number,license_number_score,ocr_conf,vehicle_type,layout,raw_ocr
616,12,"152,435,288,535",0.926531,29-X1 688.03,9.8436,0.93744,motorbike,2,29-X1|688.03
617,12,"148,435,285,535",0.922883,,0.0,0.0,,0,
618,12,"144,435,280,534",0.933771,29-X1 688.03,9.760292,0.904117,motorbike,2,29-X1|688.03
619,12,"139,435,275,533",0.931444,,0.0,0.0,,0,
620,12,"135,433,271,533",0.929727,29-X1 688.03,9.873615,0.949446,motorbike,2,29-X1|688.03
621,12,"128,432,266,532",0.92952,,0.0,0.0,,0,
622,12,"120,429,260,531",0.924571,29-X1 688.03,9.943528,0.977411,motorbike,2,29-X1|688.03
623,12,"113,427,253,530",0.921966,,0.0,0.0,,0,
624,12,"104,424,245,528",0.923273,29-X1 688.03,9.917588,0.967035,motorbike,2,29-X1|688.03
625,12,"94,422,238,526",0.924175,,0.0,0.0,,0,
626,12,"84,420,229,524",0.925828,29-X1 688.03,9.635489,0.854195,motorbike,2,29-X1|688.03
627,12,"73,418,219,523",0.929978,,0.0,0.0,,0,
628,12,"65,416,208,521",0.922688,29T-688.03,9.311199,0.72448,car,2,29T|688.03
629,12,"52,414,198,520",0.926846,,0.0,0.0,,0,
630,12,"37,413,187,520",0.927609,29X-688.03,9.794919,0.917968,car,2,29X|688.03
631,12,"22,411,172,520",0.922622,,0.0,0.0,,0,
632,12,"3,410,158,521",0.930054,29-M1 688.03,9.84717,0.938868,motorbike,2,29-M1|688.03
633,12,"2,410,145,522",0.927493,,0.0,0.0,,0,
634,12,"2,409,128,521",0.931507,29-M1 189.03,9.115169,0.646068,motorbike,2,29-M1|189.03
635,12,"2,407,114,521",0.930926,,0.0,0.0,,0,
636,12,"3,405,97,520",0.912447,,0.0,0.0,,0,
637,12,"2,406,82,519",0.844171,,0.0,0.0,,0,
637,14,"413,494,478,604",0.384998,,0.0,0.0,,0,
638,14,"399,492,478,603",0.888927,,0.0,0.0,,0,
638,12,"2,406,64,518",0.277648,,0.0,0.0,,0,
639,14,"389,488,479,601",0.922036,,0.0,0.0,,0,
640,14,"375,486,478,600",0.925858,18G-5631,6.581395,0.552558,car,2,18-6|5631
641,14,"364,484,478,596",0.928519,,0.0,0.0,,0,
642,14,"352,482,479,596",0.926215,,0.0,0.0,,0,
643,14,"341,480,479,594",0.917292,,0.0,0.0,,0,
644,14,"331,479,476,591",0.921147,,0.0,0.0,,0,
645,14,"321,475,470,588",0.926862,,0.0,0.0,,0,
646,14,"314,476,456,584",0.931115,18-M1 5630,7.22372,0.609488,motorbike,2,18-MI|5630
647,14,"306,476,448,583",0.930388,,0.0,0.0,,0,
648,14,"298,474,441,581",0.935842,18M-5630,7.83155,0.93262,car,2,18-M|5630
649,14,"292,468,434,578",0.930334,,0.0,0.0,,0,
650,14,"285,469,428,577",0.927808,18M-563.01,8.996722,0.718689,car,2,18-M|5630L
651,14,"279,468,423,575",0.92522,,0.0,0.0,,0,
652,14,"275,466,418,575",0.928749,01B-563.05,8.660542,0.584217,car,2,018-|56305
653,14,"270,465,416,574",0.92483,,0.0,0.0,,0,
654,14,"266,463,411,573",0.926657,18M-563.02,9.68204,0.872816,car,2,18-M|56302
655,14,"263,463,407,572",0.92657,,0.0,0.0,,0,
656,14,"259,461,403,569",0.924474,18-H1 5630,7.801208,0.720483,motorbike,2,18-H1|5630
657,14,"253,459,401,570",0.918912,,0.0,0.0,,0,
658,14,"251,460,399,568",0.925012,18M-156.08,9.710494,0.884198,car,2,18-M|15608
659,14,"247,458,396,568",0.925881,,0.0,0.0,,0,
660,14,"243,458,393,569",0.927544,18M-156.30,9.493132,0.797253,car,2,18-M|15630
661,14,"240,458,390,570",0.927258,,0.0,0.0,,0,
662,14,"237,459,387,569",0.924613,18M-5630,7.918742,0.967497,car,2,18-M|5630
663,14,"235,460,382,571",0.926126,,0.0,0.0,,0,
664,14,"233,459,381,572",0.924747,18-D1 5630,8.064629,0.945852,motorbike,2,18-01|5630
665,14,"230,458,379,571",0.923773,,0.0,0.0,,0,
666,14,"225,459,377,572",0.929464,18-M1 562.06,8.802283,0.520913,motorbike,2,18-M1|56206
667,14,"224,459,371,572",0.930557,,0.0,0.0,,0,
668,14,"222,460,366,573",0.929771,18-M1 5630,8.262621,0.905048,motorbike,2,18-M1|5630
669,14,"216,460,364,574",0.932043,,0.0,0.0,,0,
670,14,"213,462,363,575",0.931922,18-M1 5630,8.120467,0.848187,motorbike,2,18-M1|5630
671,14,"213,461,361,576",0.934156,,0.0,0.0,,0,
672,14,"213,461,361,576",0.934979,,0.0,0.0,,0,
673,14,"211,461,361,578",0.936338,,0.0,0.0,,0,
674,14,"210,462,361,579",0.934125,78-B1 563.04,8.892889,0.677156,motorbike,2,7881|56304
675,14,"211,463,361,579",0.938953,,0.0,0.0,,0,
676,14,"211,463,360,579",0.938141,,0.0,0.0,,0,
677,14,"210,462,360,580",0.934105,,0.0,0.0,,0,
678,14,"209,462,361,581",0.934577,,0.0,0.0,,0,
679,14,"209,462,360,582",0.93481,,0.0,0.0,,0,
680,14,"210,463,358,582",0.933999,78M-756.30,9.343221,0.737288,car,2,78-M|75630
681,14,"208,462,356,582",0.933129,,0.0,0.0,,0,
682,14,"206,464,355,582",0.932652,18-H1 156.30,8.917186,0.566874,motorbike,2,18H1|15630
683,14,"204,463,353,581",0.932899,,0.0,0.0,,0,
684,14,"203,463,352,581",0.932352,18-T1 656.30,8.940312,0.696125,motorbike,2,18TT|65630
685,14,"203,464,351,581",0.932604,,0.0,0.0,,0,
686,14,"201,464,350,581",0.933016,18-M1 563.08,9.222045,0.688818,motorbike,2,18-M1|56308
687,14,"199,463,349,581",0.934377,,0.0,0.0,,0,
688,14,"198,463,347,581",0.935721,18-M1 5630,8.000392,0.800157,motorbike,2,18-M1|5630
689,14,"196,463,346,581",0.936726,,0.0,0.0,,0,
690,14,"194,463,345,581",0.937812,18M-563.05,9.080927,0.632371,car,2,18-M|56305
691,14,"193,463,345,582",0.935927,,0.0,0.0,,0,
692,14,"191,463,343,582",0.936885,18M-563.01,9.16479,0.665916,car,2,18-M|56301
693,14,"189,464,342,583",0.93322,,0.0,0.0,,0,
694,14,"188,464,340,583",0.931404,18-M1 5630,8.267255,0.906902,motorbike,2,18-M1|5630
695,14,"187,464,340,583",0.933774,,0.0,0.0,,0,
696,14,"187,464,340,583",0.934655,18-M1 563.01,8.523732,0.409493,motorbike,2,18-M1|56301
